Work_Order,Root_Work_Order,wo_depot,asset_depot,Asset,description,Comment on WO SiteReport,priority,job_type,Gas in Property,Component,Corrective Action,Repairs,Corrosion,Fracture,Failure,Interference,Other,status,status_date,scheduled_start,actual_finish,Location,principal_street,post_town,out_code,in_code,Lead_Id,Lead_Name,Material,Diameter
W2300073,W2300070,PAISLEY,PAISLEY,ASSET-2299,PE pipe section renewal,Temporary clamp applied,4,IR,YES,SERVICE PIPE,Isolation applied,N,0,0,1,0,0,COMP,2026-05-26 17:43:46,2026-05-26 13:07:00,2026-05-26 17:43:46,LOC-PSL-129,MAIN STREET,PAISLEY,PS5,9SG,ENG007,Morag Henderson,PE,32
W2300074,W2300064,INVERNESS,INVERNESS,ASSET-0351,Main repair following excavation,Customer reported smell,3,IR,NO  [Root WO: Gas in Property = NO],VALVE,Monitor and review,Y,0,0,1,0,0,CLOSE,2026-05-27 18:05:54,2026-05-27 12:40:00,2026-05-27 18:05:54,LOC-INV-610,CHURCH STREET,INVERNESS,IN3,6RY,ENG014,Ross Campbell,CI,200
W2300075,W2300067,INVERNESS,INVERNESS,ASSET-1339,Valve replacement,Bypass valve faulty,4,IR,YES,SERVICE PIPE,Isolation applied,Y,1,0,0,0,0,COMP,2026-05-26 14:43:57,2026-05-26 11:12:00,2026-05-26 14:43:57,LOC-INV-981,UNION STREET,INVERNESS,IN2,8EG,ENG003,Catriona Stewart,CI,150
W2300076,W2300074,INVERNESS,INVERNESS,ASSET-6109,Service riser inspection,Temporary clamp applied,4,IR,NO,SERVICE PIPE,Valve replaced,N,0,1,0,0,0,COMP,2026-05-27 11:27:59,2026-05-27 07:04:00,2026-05-27 11:27:59,LOC-INV-263,PRINCES STREET,INVERNESS,IN9,9QI,ENG014,Ross Campbell,PE,25
W2300077,W2300075,AYR,AYR,ASSET-2424,Gas smell report investigation,PE joint failure on low pressure,3,ME,YES,RISER,Monitor and review,N,0,1,0,0,0,PEND,2026-05-27 13:25:23,2026-05-27 10:35:00,2026-05-27 13:25:23,LOC-AYR-001,UNION STREET,AYR,AY8,5AT,ENG013,Lynn Murray,PE,32
W2300078,W2300068,PAISLEY,PAISLEY,ASSET-8960,Service pipe leak repair,Root damage identified,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Clamp fitted,Y,0,1,0,0,0,OPEN,2026-05-27 13:51:27,2026-05-27 09:10:00,2026-05-27 13:51:27,LOC-PSL-513,ARGYLE STREET,PAISLEY,PS9,9DP,ENG011,Sandra Gillies,CI,25
W2300079,W2300073,INVERNESS,INVERNESS,ASSET-1066,Corrosion repair on main,Isolation required,1,ME,NO  [Root WO: Gas in Property = NO],MAIN,PE joint re-made,Y,0,0,0,0,1,CLOSE,2026-05-27 18:37:45,2026-05-27 11:38:00,2026-05-27 18:37:45,LOC-INV-072,MARKET STREET,INVERNESS,IN5,1NP,ENG005,Fiona Cameron,ST,25
W2300080,W2300079,GLASGOW,GLASGOW,ASSET-6823,Valve replacement,Corrosion on steel riser above ground,4,EM,NO,MAIN,Monitor and review,N,1,0,0,0,0,PEND,2026-05-26 17:32:36,2026-05-26 12:51:00,2026-05-26 17:32:36,LOC-GLW-589,BUCHANAN STREET,GLASGOW,GL8,6AO,ENG001,John MacDonald,ST,200
W2300081,W2300080,AYR,AYR,ASSET-7056,Meter bypass repair,Leak found at joint under pavement,1,EM,NO  [Root WO: Gas in Property = YES],RISER,Section replaced with PE,Y,1,0,0,0,0,PEND,2026-05-27 13:13:24,2026-05-27 11:06:00,2026-05-27 13:13:24,LOC-AYR-511,CHURCH STREET,AYR,AY1,9JF,ENG014,Ross Campbell,ST,250
W2300082,W2300072,ABERDEEN,ABERDEEN,ASSET-4449,Service riser inspection,Corrosion on steel riser above ground,2,MR,YES,VALVE,Riser section replaced,N,0,0,0,1,0,OPEN,2026-05-27 17:41:50,2026-05-27 09:16:00,2026-05-27 17:41:50,LOC-ABD-008,MARKET STREET,ABERDEEN,AB7,9OT,ENG003,Catriona Stewart,PE,250
W2300083,W2300074,PERTH,PERTH,ASSET-6159,Gas smell report investigation,No visible defect found on main,2,EM,YES,VALVE,Isolation applied,Y,1,0,0,0,0,COMP,2026-05-27 14:39:12,2026-05-27 07:29:00,2026-05-27 14:39:12,LOC-PRT-087,PRINCES STREET,PERTH,PR6,6XO,ENG003,Catriona Stewart,ST,200
W2300084,W2300082,AYR,AYR,ASSET-2711,Gas smell report investigation,Excavation required,4,IR,YES,METER,Section replaced with PE,Y,0,0,0,0,1,PEND,2026-05-27 13:58:34,2026-05-27 10:08:00,2026-05-27 13:58:34,LOC-AYR-143,KING STREET,AYR,AY1,1GR,ENG012,Neil Forsyth,AC,250
W2300085,W2300075,INVERNESS,INVERNESS,ASSET-7271,Routine repair WO,Corrosion on steel riser above ground,4,EM,NO,METER,Valve replaced,N,0,0,1,0,0,OPEN,2026-05-27 17:14:56,2026-05-27 11:05:00,2026-05-27 17:14:56,LOC-INV-271,HIGH STREET,INVERNESS,IN1,2ZR,ENG014,Ross Campbell,CI,150
W2300086,W2300076,GLASGOW,GLASGOW,ASSET-0352,Service riser inspection,Bypass valve faulty,3,ME,NO  [Root WO: Gas in Property = YES],MAIN,Riser section replaced,Y,0,1,0,0,0,PEND,2026-05-27 17:54:22,2026-05-27 09:35:00,2026-05-27 17:54:22,LOC-GLW-761,MAIN STREET,GLASGOW,GL4,1LK,ENG013,Lynn Murray,AC,250
W2300087,W2300079,STIRLING,STIRLING,ASSET-5843,Gas smell report investigation,Customer reported smell,3,ME,NO,SERVICE PIPE,Monitor and review,N,1,0,0,0,0,PEND,2026-05-27 14:51:50,2026-05-27 06:25:00,2026-05-27 14:51:50,LOC-STL-449,CHURCH STREET,STIRLING,ST5,6TU,ENG003,Catriona Stewart,PE,25
W2300088,W2300084,MOTHERWELL,MOTHERWELL,ASSET-7137,Pressure drop investigation,Corrosion on steel riser above ground,1,IR,YES,SERVICE PIPE,Temporary repair applied,N,0,1,0,0,0,COMP,2026-05-27 15:36:39,2026-05-27 12:10:00,2026-05-27 15:36:39,LOC-MTH-982,MAIN STREET,MOTHERWELL,MT7,1CZ,ENG003,Catriona Stewart,ST,63
W2300089,W2300086,PERTH,PERTH,ASSET-6827,Service riser inspection,Corrosion on steel riser above ground,1,MR,NO,RISER,Section replaced with PE,N,0,1,0,0,0,OPEN,2026-05-26 21:53:00,2026-05-26 13:58:00,2026-05-26 21:53:00,LOC-PRT-869,BUCHANAN STREET,PERTH,PR9,3FQ,ENG014,Ross Campbell,PE,200
W2300090,W2300089,EDINBURGH,EDINBURGH,ASSET-0845,Emergency service connection,Corrosion on steel riser above ground,2,EM,NO  [Root WO: Gas in Property = NO],JOINT,PE joint re-made,N,0,0,0,1,0,COMP,2026-05-27 16:02:07,2026-05-27 07:34:00,2026-05-27 16:02:07,LOC-EDI-226,CHURCH STREET,EDINBURGH,ED2,6KS,ENG002,Alistair Fraser,ST,32
W2300091,W2300084,INVERNESS,INVERNESS,ASSET-2912,Gas smell report investigation,Temporary clamp applied,4,ME,NO,JOINT,Section replaced with PE,N,0,0,0,0,1,CLOSE,2026-05-26 18:14:20,2026-05-26 12:18:00,2026-05-26 18:14:20,LOC-INV-770,HIGH STREET,INVERNESS,IN7,5JN,ENG014,Ross Campbell,CI,32
W2300092,W2300085,PAISLEY,PAISLEY,ASSET-6292,Pressure drop investigation,Isolation required,2,EM,NO,MAIN,Temporary repair applied,N,1,0,0,0,0,COMP,2026-05-27 11:40:59,2026-05-27 06:06:00,2026-05-27 11:40:59,LOC-PSL-772,HIGH STREET,PAISLEY,PS5,2XY,ENG008,Craig Burns,CI,63
W2300093,W2300091,INVERNESS,INVERNESS,ASSET-2923,Main repair following excavation,Temporary clamp applied,2,MR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Section replaced with PE,Y,0,0,0,1,0,OPEN,2026-05-27 16:13:35,2026-05-27 11:40:00,2026-05-27 16:13:35,LOC-INV-854,KING STREET,INVERNESS,IN7,3IK,ENG007,Morag Henderson,AC,200
W2300094,W2300092,PAISLEY,PAISLEY,ASSET-7955,Main repair following excavation,Customer reported smell,1,MR,NO  [Root WO: Gas in Property = NO],METER,Isolation applied,Y,0,0,1,0,0,PEND,2026-05-27 21:13:23,2026-05-27 12:22:00,2026-05-27 21:13:23,LOC-PSL-133,MAIN STREET,PAISLEY,PS1,3EZ,ENG001,John MacDonald,ST,32
W2300095,W2300087,DUNDEE,DUNDEE,ASSET-1501,Routine repair WO,PE joint failure on low pressure,3,MR,NO,JOINT,Monitor and review,Y,0,0,1,0,0,PEND,2026-05-26 09:32:51,2026-05-26 07:04:00,2026-05-26 09:32:51,LOC-DND-483,PRINCES STREET,DUNDEE,DN1,4SK,ENG013,Lynn Murray,ST,100
W2300096,W2300091,STIRLING,STIRLING,ASSET-2060,Service pipe leak repair,Root damage identified,1,IR,NO,SERVICE PIPE,Pipe section renewed,Y,1,0,0,0,0,COMP,2026-05-26 12:40:03,2026-05-26 10:25:00,2026-05-26 12:40:03,LOC-STL-921,CHURCH STREET,STIRLING,ST1,5PV,ENG015,Diane Kerr,ST,200
W2300097,W2300088,STIRLING,STIRLING,ASSET-6562,Gas smell report investigation,Corrosion on steel riser above ground,1,EM,NO,VALVE,Riser section replaced,N,0,1,0,0,0,CLOSE,2026-05-26 20:45:31,2026-05-26 13:49:00,2026-05-26 20:45:31,LOC-STL-186,MARKET STREET,STIRLING,ST3,1EU,ENG010,Brian Thomson,ST,250
W2300098,W2300093,ABERDEEN,ABERDEEN,ASSET-8664,Joint failure investigation,Temporary clamp applied,1,IR,NO  [Root WO: Gas in Property = YES],VALVE,PE joint re-made,N,0,0,1,0,0,PEND,2026-05-27 14:48:36,2026-05-27 11:19:00,2026-05-27 14:48:36,LOC-ABD-171,CHURCH STREET,ABERDEEN,AB2,5LT,ENG010,Brian Thomson,ST,150
W2300099,W2300093,ABERDEEN,ABERDEEN,ASSET-3875,Meter bypass repair,Excavation required,3,EM,YES,RISER,Pipe section renewed,N,0,0,0,0,1,PEND,2026-05-26 11:17:36,2026-05-26 08:09:00,2026-05-26 11:17:36,LOC-ABD-816,ARGYLE STREET,ABERDEEN,AB5,5LU,ENG010,Brian Thomson,CI,200
W2300100,W2300091,ABERDEEN,ABERDEEN,ASSET-4977,Joint failure investigation,Corrosion on steel riser above ground,4,ME,NO  [Root WO: Gas in Property = NO],METER,Section replaced with PE,Y,0,0,1,0,0,COMP,2026-05-27 19:28:40,2026-05-27 13:08:00,2026-05-27 19:28:40,LOC-ABD-809,MAIN STREET,ABERDEEN,AB7,1MF,ENG003,Catriona Stewart,PE,63
W2300101,W2300099,AYR,AYR,ASSET-4421,Pressure drop investigation,Temporary clamp applied,2,IR,NO  [Root WO: Gas in Property = YES],METER,PE joint re-made,Y,1,0,0,0,0,CLOSE,2026-05-27 15:50:06,2026-05-27 11:16:00,2026-05-27 15:50:06,LOC-AYR-011,PRINCES STREET,AYR,AY2,4LV,ENG010,Brian Thomson,CI,200
W2300102,W2300094,STIRLING,STIRLING,ASSET-7232,PE pipe section renewal,No visible defect found on main,1,IR,YES,MAIN,Monitor and review,N,0,0,1,0,0,PEND,2026-05-26 12:06:07,2026-05-26 06:45:00,2026-05-26 12:06:07,LOC-STL-958,UNION STREET,STIRLING,ST2,4OE,ENG010,Brian Thomson,PE,250
W2300103,W2300101,AYR,AYR,ASSET-8358,Gas smell report investigation,No visible defect found on main,3,EM,NO  [Root WO: Gas in Property = YES],MAIN,Clamp fitted,N,0,0,1,0,0,OPEN,2026-05-26 15:46:18,2026-05-26 11:02:00,2026-05-26 15:46:18,LOC-AYR-515,HIGH STREET,AYR,AY2,5KL,ENG011,Sandra Gillies,CI,25
W2300104,W2300097,INVERNESS,INVERNESS,ASSET-6668,Emergency service connection,Root damage identified,4,IR,NO,JOINT,Isolation applied,N,0,1,0,0,0,CLOSE,2026-05-26 18:23:07,2026-05-26 10:17:00,2026-05-26 18:23:07,LOC-INV-072,VICTORIA ROAD,INVERNESS,IN5,8IQ,ENG012,Neil Forsyth,CI,25
W2300105,W2300100,ABERDEEN,ABERDEEN,ASSET-6307,Gas smell report investigation,No visible defect found on main,2,ME,NO  [Root WO: Gas in Property = NO],METER,Valve replaced,Y,0,0,1,0,0,COMP,2026-05-26 10:38:49,2026-05-26 08:08:00,2026-05-26 10:38:49,LOC-ABD-367,MAIN STREET,ABERDEEN,AB4,2DB,ENG002,Alistair Fraser,CI,150
W2300106,W2300102,AYR,AYR,ASSET-0917,Joint failure investigation,Isolation required,2,EM,NO,JOINT,Temporary repair applied,Y,0,1,0,0,0,CLOSE,2026-05-27 13:20:55,2026-05-27 07:51:00,2026-05-27 13:20:55,LOC-AYR-566,VICTORIA ROAD,AYR,AY7,9FO,ENG014,Ross Campbell,AC,25
W2300107,W2300100,EDINBURGH,EDINBURGH,ASSET-6698,Corrosion repair on main,Bypass valve faulty,1,EM,YES,VALVE,Isolation applied,Y,0,0,0,1,0,OPEN,2026-05-27 16:44:26,2026-05-27 12:11:00,2026-05-27 16:44:26,LOC-EDI-939,MAIN STREET,EDINBURGH,ED2,3CJ,ENG001,John MacDonald,CI,150
W2300108,W2300107,DUNDEE,DUNDEE,ASSET-1937,Emergency service connection,Corrosion on steel riser above ground,2,ME,NO,RISER,Valve replaced,N,0,0,0,1,0,CLOSE,2026-05-27 11:46:44,2026-05-27 06:27:00,2026-05-27 11:46:44,LOC-DND-180,CHURCH STREET,DUNDEE,DN1,4QG,ENG005,Fiona Cameron,AC,63
W2300109,W2300107,EDINBURGH,EDINBURGH,ASSET-1214,Valve replacement,Bypass valve faulty,3,IR,NO,SERVICE PIPE,Riser section replaced,N,0,0,1,0,0,CLOSE,2026-05-26 15:05:23,2026-05-26 07:25:00,2026-05-26 15:05:23,LOC-EDI-611,MARKET STREET,EDINBURGH,ED6,1EV,ENG006,Kevin McAllister,CI,250
W2300110,W2300104,ABERDEEN,ABERDEEN,ASSET-0226,Service riser inspection,Temporary clamp applied,2,IR,YES,RISER,Temporary repair applied,N,0,1,0,0,0,CLOSE,2026-05-26 17:39:01,2026-05-26 12:56:00,2026-05-26 17:39:01,LOC-ABD-742,MAIN STREET,ABERDEEN,AB7,6YX,ENG001,John MacDonald,PE,25
W2300111,W2300102,EDINBURGH,EDINBURGH,ASSET-5645,Meter bypass repair,Bypass valve faulty,2,EM,NO  [Root WO: Gas in Property = NO],MAIN,Monitor and review,Y,0,0,0,1,0,OPEN,2026-05-26 20:23:41,2026-05-26 12:53:00,2026-05-26 20:23:41,LOC-EDI-918,UNION STREET,EDINBURGH,ED3,8XS,ENG008,Craig Burns,AC,25
W2300112,W2300111,GLASGOW,GLASGOW,ASSET-5727,Service pipe leak repair,Customer reported smell,3,EM,NO  [Root WO: Gas in Property = YES],VALVE,Monitor and review,N,0,0,0,0,1,PEND,2026-05-26 10:49:17,2026-05-26 06:59:00,2026-05-26 10:49:17,LOC-GLW-845,CHURCH STREET,GLASGOW,GL1,6WE,ENG013,Lynn Murray,PE,63
W2300113,W2300104,ABERDEEN,ABERDEEN,ASSET-7326,Joint failure investigation,Bypass valve faulty,1,ME,YES,METER,Isolation applied,N,1,0,0,0,0,COMP,2026-05-27 19:54:04,2026-05-27 13:52:00,2026-05-27 19:54:04,LOC-ABD-662,CHURCH STREET,ABERDEEN,AB7,3DC,ENG012,Neil Forsyth,PE,63
W2300114,W2300106,DUNDEE,DUNDEE,ASSET-9541,Service pipe leak repair,Root damage identified,4,ME,YES,METER,Isolation applied,Y,0,0,0,1,0,CLOSE,2026-05-26 17:55:16,2026-05-26 10:30:00,2026-05-26 17:55:16,LOC-DND-310,MAIN STREET,DUNDEE,DN6,3TX,ENG002,Alistair Fraser,PE,63
W2300115,W2300107,EDINBURGH,EDINBURGH,ASSET-6227,Corrosion repair on main,Excavation required,3,EM,NO  [Root WO: Gas in Property = YES],METER,Monitor and review,N,0,0,0,1,0,PEND,2026-05-27 17:59:17,2026-05-27 13:35:00,2026-05-27 17:59:17,LOC-EDI-669,VICTORIA ROAD,EDINBURGH,ED2,7HK,ENG008,Craig Burns,ST,200
W2300116,W2300114,PAISLEY,PAISLEY,ASSET-6633,Joint failure investigation,Corrosion on steel riser above ground,3,MR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Isolation applied,N,1,0,0,0,0,PEND,2026-05-27 16:43:51,2026-05-27 13:35:00,2026-05-27 16:43:51,LOC-PSL-873,VICTORIA ROAD,PAISLEY,PS4,3IA,ENG012,Neil Forsyth,ST,63
W2300117,W2300116,PAISLEY,PAISLEY,ASSET-2713,PE pipe section renewal,Temporary clamp applied,2,EM,NO  [Root WO: Gas in Property = NO],VALVE,Section replaced with PE,Y,0,0,1,0,0,COMP,2026-05-26 10:41:16,2026-05-26 07:47:00,2026-05-26 10:41:16,LOC-PSL-321,HIGH STREET,PAISLEY,PS8,5SC,ENG005,Fiona Cameron,AC,250
W2300118,W2300108,PERTH,PERTH,ASSET-7147,Main repair following excavation,Isolation required,3,MR,NO,VALVE,Pipe section renewed,Y,0,1,0,0,0,CLOSE,2026-05-27 18:42:15,2026-05-27 11:51:00,2026-05-27 18:42:15,LOC-PRT-511,PRINCES STREET,PERTH,PR8,1NA,ENG013,Lynn Murray,CI,250
W2300119,W2300109,GLASGOW,GLASGOW,ASSET-2957,Corrosion repair on main,Temporary clamp applied,3,IR,NO  [Root WO: Gas in Property = NO],JOINT,Monitor and review,N,0,0,0,1,0,CLOSE,2026-05-27 16:55:16,2026-05-27 10:11:00,2026-05-27 16:55:16,LOC-GLW-409,KING STREET,GLASGOW,GL2,6VR,ENG007,Morag Henderson,PE,32
W2300120,W2300113,STIRLING,STIRLING,ASSET-9938,PE pipe section renewal,Customer reported smell,1,IR,NO,VALVE,Isolation applied,Y,0,1,0,0,0,CLOSE,2026-05-26 18:34:41,2026-05-26 13:01:00,2026-05-26 18:34:41,LOC-STL-969,VICTORIA ROAD,STIRLING,ST5,5JP,ENG014,Ross Campbell,ST,32
W2300121,W2300120,INVERNESS,INVERNESS,ASSET-8994,Emergency service connection,Isolation required,1,MR,NO  [Root WO: Gas in Property = NO],RISER,Clamp fitted,Y,1,0,0,0,0,OPEN,2026-05-27 15:26:42,2026-05-27 06:59:00,2026-05-27 15:26:42,LOC-INV-930,KING STREET,INVERNESS,IN3,7OX,ENG012,Neil Forsyth,ST,100
W2300122,W2300112,ABERDEEN,ABERDEEN,ASSET-4851,Main repair following excavation,Bypass valve faulty,4,EM,NO  [Root WO: Gas in Property = NO],METER,Isolation applied,Y,0,0,1,0,0,OPEN,2026-05-26 19:54:20,2026-05-26 13:40:00,2026-05-26 19:54:20,LOC-ABD-885,VICTORIA ROAD,ABERDEEN,AB7,1XU,ENG013,Lynn Murray,PE,250
W2300123,W2300119,EDINBURGH,EDINBURGH,ASSET-8480,Emergency service connection,Leak found at joint under pavement,1,EM,NO,VALVE,Isolation applied,Y,0,0,0,0,1,PEND,2026-05-27 12:32:36,2026-05-27 08:40:00,2026-05-27 12:32:36,LOC-EDI-131,CHURCH STREET,EDINBURGH,ED3,3EE,ENG001,John MacDonald,CI,32
W2300124,W2300115,MOTHERWELL,MOTHERWELL,ASSET-1696,Routine repair WO,Isolation required,1,MR,NO  [Root WO: Gas in Property = NO],VALVE,Monitor and review,Y,0,1,0,0,0,CLOSE,2026-05-26 16:43:42,2026-05-26 13:09:00,2026-05-26 16:43:42,LOC-MTH-957,ARGYLE STREET,MOTHERWELL,MT7,1NO,ENG002,Alistair Fraser,ST,63
W2300125,W2300120,PAISLEY,PAISLEY,ASSET-8902,Valve replacement,Isolation required,3,MR,NO,MAIN,Monitor and review,Y,0,1,0,0,0,OPEN,2026-05-27 18:19:43,2026-05-27 12:07:00,2026-05-27 18:19:43,LOC-PSL-151,MAIN STREET,PAISLEY,PS9,2TK,ENG001,John MacDonald,AC,25
W2300126,W2300122,PAISLEY,PAISLEY,ASSET-3716,Corrosion repair on main,Corrosion on steel riser above ground,2,EM,NO  [Root WO: Gas in Property = NO],METER,Riser section replaced,N,0,0,1,0,0,PEND,2026-05-26 10:41:42,2026-05-26 08:30:00,2026-05-26 10:41:42,LOC-PSL-180,BUCHANAN STREET,PAISLEY,PS8,5UE,ENG015,Diane Kerr,CI,150
W2300127,W2300117,INVERNESS,INVERNESS,ASSET-7413,Pressure drop investigation,Leak found at joint under pavement,2,IR,NO  [Root WO: Gas in Property = NO],VALVE,Riser section replaced,Y,1,0,0,0,0,PEND,2026-05-27 16:17:22,2026-05-27 09:09:00,2026-05-27 16:17:22,LOC-INV-500,BUCHANAN STREET,INVERNESS,IN9,4AY,ENG001,John MacDonald,AC,200
W2300128,W2300121,DUNDEE,DUNDEE,ASSET-6256,Corrosion repair on main,Corrosion on steel riser above ground,3,IR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Riser section replaced,Y,0,0,0,1,0,CLOSE,2026-05-26 16:44:38,2026-05-26 11:14:00,2026-05-26 16:44:38,LOC-DND-448,KING STREET,DUNDEE,DN9,5UB,ENG004,Douglas Reid,PE,32
W2300129,W2300124,AYR,AYR,ASSET-7513,Routine repair WO,Root damage identified,2,IR,YES,MAIN,Pipe section renewed,N,0,0,0,1,0,CLOSE,2026-05-27 12:57:15,2026-05-27 06:56:00,2026-05-27 12:57:15,LOC-AYR-119,MAIN STREET,AYR,AY5,3TI,ENG003,Catriona Stewart,CI,32
W2300130,W2300126,PERTH,PERTH,ASSET-7318,Emergency service connection,Leak found at joint under pavement,1,IR,YES,SERVICE PIPE,Section replaced with PE,N,0,0,0,1,0,OPEN,2026-05-27 17:42:02,2026-05-27 12:29:00,2026-05-27 17:42:02,LOC-PRT-311,ARGYLE STREET,PERTH,PR2,1XL,ENG006,Kevin McAllister,AC,32
W2300131,W2300126,ABERDEEN,ABERDEEN,ASSET-9910,Valve replacement,Temporary clamp applied,1,IR,YES,JOINT,PE joint re-made,N,0,0,0,1,0,COMP,2026-05-26 10:00:35,2026-05-26 06:51:00,2026-05-26 10:00:35,LOC-ABD-124,ARGYLE STREET,ABERDEEN,AB1,1OF,ENG011,Sandra Gillies,ST,32
W2300132,W2300124,MOTHERWELL,MOTHERWELL,ASSET-1973,Service riser inspection,Corrosion on steel riser above ground,1,MR,NO,SERVICE PIPE,Monitor and review,Y,0,0,0,0,1,CLOSE,2026-05-27 12:57:16,2026-05-27 10:13:00,2026-05-27 12:57:16,LOC-MTH-816,UNION STREET,MOTHERWELL,MT2,3YO,ENG004,Douglas Reid,AC,200
W2300133,W2300128,GLASGOW,GLASGOW,ASSET-9025,Joint failure investigation,Temporary clamp applied,1,IR,NO  [Root WO: Gas in Property = NO],VALVE,Isolation applied,Y,0,1,0,0,0,CLOSE,2026-05-26 15:49:22,2026-05-26 13:33:00,2026-05-26 15:49:22,LOC-GLW-645,MAIN STREET,GLASGOW,GL9,7FP,ENG004,Douglas Reid,ST,150
W2300134,W2300127,GLASGOW,GLASGOW,ASSET-2925,Service pipe leak repair,Bypass valve faulty,4,IR,NO  [Root WO: Gas in Property = YES],MAIN,Pipe section renewed,Y,0,1,0,0,0,PEND,2026-05-26 15:19:01,2026-05-26 10:34:00,2026-05-26 15:19:01,LOC-GLW-280,BUCHANAN STREET,GLASGOW,GL9,7WV,ENG007,Morag Henderson,AC,200
W2300135,W2300125,ABERDEEN,ABERDEEN,ASSET-1053,Main repair following excavation,Temporary clamp applied,3,EM,YES,SERVICE PIPE,Riser section replaced,Y,0,0,1,0,0,PEND,2026-05-26 19:33:54,2026-05-26 11:21:00,2026-05-26 19:33:54,LOC-ABD-516,UNION STREET,ABERDEEN,AB9,1ND,ENG002,Alistair Fraser,PE,200
W2300136,W2300133,ABERDEEN,ABERDEEN,ASSET-3675,Service pipe leak repair,Customer reported smell,2,IR,NO,RISER,Riser section replaced,Y,0,1,0,0,0,OPEN,2026-05-26 22:32:04,2026-05-26 13:49:00,2026-05-26 22:32:04,LOC-ABD-396,PRINCES STREET,ABERDEEN,AB2,5FB,ENG014,Ross Campbell,ST,25
W2300137,W2300133,STIRLING,STIRLING,ASSET-8883,Emergency service connection,PE joint failure on low pressure,4,IR,NO  [Root WO: Gas in Property = NO],VALVE,Isolation applied,N,0,1,0,0,0,PEND,2026-05-27 13:41:10,2026-05-27 07:41:00,2026-05-27 13:41:10,LOC-STL-340,ARGYLE STREET,STIRLING,ST4,5YX,ENG006,Kevin McAllister,AC,25
W2300138,W2300133,PERTH,PERTH,ASSET-0999,Valve replacement,PE joint failure on low pressure,2,ME,NO  [Root WO: Gas in Property = YES],JOINT,Clamp fitted,Y,0,0,0,1,0,PEND,2026-05-27 15:56:28,2026-05-27 12:50:00,2026-05-27 15:56:28,LOC-PRT-248,PRINCES STREET,PERTH,PR8,4KA,ENG008,Craig Burns,PE,250
W2300139,W2300138,AYR,AYR,ASSET-8909,Main repair following excavation,Root damage identified,1,EM,YES,RISER,Isolation applied,Y,0,0,0,0,1,COMP,2026-05-26 17:33:10,2026-05-26 12:13:00,2026-05-26 17:33:10,LOC-AYR-326,ARGYLE STREET,AYR,AY8,1FE,ENG009,Lorna Mitchell,PE,150
W2300140,W2300131,GLASGOW,GLASGOW,ASSET-1450,Valve replacement,No visible defect found on main,2,MR,NO,RISER,Valve replaced,N,0,0,1,0,0,OPEN,2026-05-27 14:47:56,2026-05-27 10:49:00,2026-05-27 14:47:56,LOC-GLW-837,KING STREET,GLASGOW,GL8,3HU,ENG009,Lorna Mitchell,ST,100
W2300141,W2300139,PERTH,PERTH,ASSET-7465,Meter bypass repair,Leak found at joint under pavement,4,IR,NO  [Root WO: Gas in Property = YES],RISER,Valve replaced,Y,0,1,0,0,0,PEND,2026-05-26 14:30:12,2026-05-26 09:30:00,2026-05-26 14:30:12,LOC-PRT-738,MARKET STREET,PERTH,PR7,2VD,ENG008,Craig Burns,ST,32
W2300142,W2300138,AYR,AYR,ASSET-0487,Joint failure investigation,Excavation required,4,EM,YES,MAIN,Clamp fitted,Y,1,0,0,0,0,COMP,2026-05-26 16:25:44,2026-05-26 12:13:00,2026-05-26 16:25:44,LOC-AYR-399,MARKET STREET,AYR,AY8,2AY,ENG007,Morag Henderson,PE,63
W2300143,W2300140,EDINBURGH,EDINBURGH,ASSET-5319,Gas smell report investigation,Root damage identified,2,MR,NO  [Root WO: Gas in Property = NO],RISER,Temporary repair applied,N,0,0,0,0,1,OPEN,2026-05-26 16:59:58,2026-05-26 13:43:00,2026-05-26 16:59:58,LOC-EDI-714,MARKET STREET,EDINBURGH,ED1,2WJ,ENG005,Fiona Cameron,ST,150
W2300144,W2300143,EDINBURGH,EDINBURGH,ASSET-0707,Meter bypass repair,No visible defect found on main,2,EM,YES,VALVE,Temporary repair applied,Y,0,0,0,0,1,CLOSE,2026-05-27 20:17:28,2026-05-27 13:58:00,2026-05-27 20:17:28,LOC-EDI-100,VICTORIA ROAD,EDINBURGH,ED8,9FF,ENG011,Sandra Gillies,AC,250
W2300145,W2300142,PERTH,PERTH,ASSET-9777,Gas smell report investigation,Bypass valve faulty,1,MR,NO  [Root WO: Gas in Property = YES],METER,Section replaced with PE,N,0,1,0,0,0,PEND,2026-05-27 14:28:26,2026-05-27 07:19:00,2026-05-27 14:28:26,LOC-PRT-639,HIGH STREET,PERTH,PR2,9HI,ENG010,Brian Thomson,AC,100
W2300146,W2300145,EDINBURGH,EDINBURGH,ASSET-8336,Gas smell report investigation,Bypass valve faulty,4,ME,NO,VALVE,Riser section replaced,N,1,0,0,0,0,COMP,2026-05-27 16:35:48,2026-05-27 12:34:00,2026-05-27 16:35:48,LOC-EDI-886,CHURCH STREET,EDINBURGH,ED1,2BM,ENG005,Fiona Cameron,ST,200
