LDZ,Depot,Workstream,Engineer,Engineer Name,Team Manager Name,Workorder No.,Job Type,Job Priority,Actual Start,Actual Finish,Time On Site (HH:MM:SS),Duration (Hours)
NE,NEWCASTLE,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5600163,RO,E2,2026-05-24 11:12:00,2026-05-25 00:30:00,13:18:00,13.3
SO,PORTSMOUTH,METERING,ENG051,Wendy Nash,Phil Russell,W5600164,ME,M1,2026-05-23 11:00:00,2026-05-23 14:36:00,03:36:00,3.6
SC,DUNDEE,EMERGENCY,ENG003,Catriona Stewart,Graham Loan,W5600165,IR,R1,2026-05-21 10:35:00,2026-05-21 16:53:00,06:18:00,6.3
SE,CROYDON,INSPECTION,ENG033,Julie Price,Pat Nolan,W5600166,EM,E2,2026-05-21 06:59:00,2026-05-21 17:11:00,10:12:00,10.2
EA,IPSWICH,ROUTINE,ENG021,Rachel Davies,Mark Booker,W5600167,EM,M1,2026-05-24 08:08:00,2026-05-24 16:56:00,08:48:00,8.8
SE,MAIDSTONE,METERING,ENG030,Stuart Porter,Ray Ingram,W5600168,RO,E1,2026-05-21 08:32:00,2026-05-22 00:14:00,15:42:00,15.7
SO,BOURNEMOUTH,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5600169,RO,R2,2026-05-22 10:23:00,2026-05-22 16:23:00,06:00:00,6.0
SC,ABERDEEN,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5600170,RO,E1,2026-05-25 06:12:00,2026-05-25 13:36:00,07:24:00,7.4
EA,PETERBOROUGH,EMERGENCY,ENG023,Sharon King,Anne Foster,W5600171,MR,M1,2026-05-24 07:05:00,2026-05-24 10:29:00,03:24:00,3.4
WM,DUDLEY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5600172,EM,E2,2026-05-24 07:38:00,2026-05-24 21:26:00,13:48:00,13.8
WM,WALSALL,ROUTINE,ENG040,Wayne Edwards,Mark Reygate,W5600173,IR,M2,2026-05-25 08:29:00,2026-05-25 18:59:00,10:30:00,10.5
NW,LIVERPOOL,METERING,ENG012,Brian Cook,Gary Williams,W5600174,EM,R1,2026-05-21 10:26:00,2026-05-21 19:32:00,09:06:00,9.1
SO,BOURNEMOUTH,METERING,ENG051,Wendy Nash,Phil Russell,W5600175,IR,R1,2026-05-22 10:18:00,2026-05-22 15:42:00,05:24:00,5.4
NT,MANSFIELD,INSPECTION,ENG062,Fred Archer,Sue Holt,W5600176,RO,E2,2026-05-26 07:58:00,2026-05-26 19:34:00,11:36:00,11.6
NT,LINCOLN,METERING,ENG062,Fred Archer,Sue Holt,W5600177,IR,M1,2026-05-27 08:05:00,2026-05-27 19:05:00,11:00:00,11.0
NT,DERBY,REPAIR,ENG062,Fred Archer,Sue Holt,W5600178,ME,M1,2026-05-25 09:52:00,2026-05-25 15:40:00,05:48:00,5.8
SC,ABERDEEN,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5600179,MR,R2,2026-05-25 07:19:00,2026-05-25 10:49:00,03:30:00,3.5
WM,COVENTRY,METERING,ENG041,Una Cowling,Mark Reygate,W5600180,RO,M1,2026-05-25 11:00:00,2026-05-25 21:54:00,10:54:00,10.9
NT,LEICESTER,REPAIR,ENG062,Fred Archer,Sue Holt,W5600181,IR,E2,2026-05-24 09:35:00,2026-05-24 19:47:00,10:12:00,10.2
SC,PERTH,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5600182,ME,M2,2026-05-22 07:02:00,2026-05-22 13:56:00,06:54:00,6.9
NE,MIDDLESBROUGH,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5600183,MR,R2,2026-05-23 07:40:00,2026-05-23 20:16:00,12:36:00,12.6
NT,NOTTINGHAM,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5600184,ME,M1,2026-05-25 07:27:00,2026-05-25 10:03:00,02:36:00,2.6
EA,NORWICH,ROUTINE,ENG020,Mark Holloway,Mark Booker,W5600185,IR,M1,2026-05-27 07:55:00,2026-05-27 21:01:00,13:06:00,13.1
SC,DUNDEE,REPAIR,ENG002,Alistair Fraser,Steven Leckie,W5600186,RO,M1,2026-05-23 10:29:00,2026-05-23 16:53:00,06:24:00,6.4
NT,LEICESTER,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5600187,IR,M2,2026-05-27 11:12:00,2026-05-27 21:42:00,10:30:00,10.5
SE,GUILDFORD,INSPECTION,ENG032,Colin James,Pat Nolan,W5600188,RO,R2,2026-05-27 09:41:00,2026-05-28 01:35:00,15:54:00,15.9
SC,STIRLING,EMERGENCY,ENG001,John MacDonald,Steven Leckie,W5600189,IR,E2,2026-05-25 07:41:00,2026-05-25 13:35:00,05:54:00,5.9
NT,LEICESTER,REPAIR,ENG062,Fred Archer,Sue Holt,W5600190,RO,M1,2026-05-27 06:50:00,2026-05-27 10:38:00,03:48:00,3.8
NT,MANSFIELD,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5600191,ME,M1,2026-05-25 08:26:00,2026-05-25 18:26:00,10:00:00,10.0
SO,PORTSMOUTH,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5600192,MR,E1,2026-05-23 11:26:00,2026-05-24 01:56:00,14:30:00,14.5
NT,NOTTINGHAM,ROUTINE,ENG060,Barry Noon,Sue Holt,W5600193,IR,R1,2026-05-21 08:58:00,2026-05-21 16:34:00,07:36:00,7.6
SO,BASINGSTOKE,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5600194,RO,R2,2026-05-26 11:16:00,2026-05-27 02:22:00,15:06:00,15.1
SE,EASTBOURNE,INSPECTION,ENG033,Julie Price,Pat Nolan,W5600195,MR,E2,2026-05-23 09:09:00,2026-05-23 22:21:00,13:12:00,13.2
WM,STOKE,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5600196,IR,E1,2026-05-22 06:31:00,2026-05-22 18:55:00,12:24:00,12.4
NT,NOTTINGHAM,INSPECTION,ENG060,Barry Noon,Sue Holt,W5600197,RO,R1,2026-05-26 07:52:00,2026-05-26 15:10:00,07:18:00,7.3
SC,GLASGOW,EMERGENCY,ENG005,Fiona Cameron,Gordon Shaw,W5600198,MR,E2,2026-05-27 07:27:00,2026-05-27 23:09:00,15:42:00,15.7
NE,GATESHEAD,ROUTINE,ENG071,Alan Shaw,Bill Tyne,W5600199,ME,E2,2026-05-27 08:24:00,2026-05-27 12:42:00,04:18:00,4.3
NT,NOTTINGHAM,ROUTINE,ENG062,Fred Archer,Sue Holt,W5600200,EM,R2,2026-05-22 11:39:00,2026-05-23 00:21:00,12:42:00,12.7
NW,WIGAN,ROUTINE,ENG011,Karen Simmons,Gary Williams,W5600201,ME,R1,2026-05-26 08:49:00,2026-05-26 22:19:00,13:30:00,13.5
WM,COVENTRY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5600202,RO,M2,2026-05-26 10:26:00,2026-05-26 19:14:00,08:48:00,8.8
NW,STOCKPORT,METERING,ENG012,Brian Cook,Gary Williams,W5600203,EM,R2,2026-05-21 11:23:00,2026-05-21 21:53:00,10:30:00,10.5
NT,LEICESTER,EMERGENCY,ENG062,Fred Archer,Sue Holt,W5600204,IR,M1,2026-05-25 09:28:00,2026-05-26 00:22:00,14:54:00,14.9
SC,INVERNESS,EMERGENCY,ENG001,John MacDonald,Steven Leckie,W5600205,EM,R1,2026-05-23 07:49:00,2026-05-23 11:43:00,03:54:00,3.9
SO,SOUTHAMPTON,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5600206,ME,E2,2026-05-25 08:49:00,2026-05-25 13:13:00,04:24:00,4.4
WM,STOKE,EMERGENCY,ENG042,Steve Frost,Mark Reygate,W5600207,RO,E2,2026-05-25 09:39:00,2026-05-25 22:57:00,13:18:00,13.3
EA,PETERBOROUGH,ROUTINE,ENG023,Sharon King,Anne Foster,W5600208,RO,R1,2026-05-24 10:39:00,2026-05-24 23:57:00,13:18:00,13.3
NE,MIDDLESBROUGH,METERING,ENG070,Janet Robb,Bill Tyne,W5600209,EM,M1,2026-05-22 11:46:00,2026-05-23 00:04:00,12:18:00,12.3
SO,SOUTHAMPTON,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5600210,MR,R2,2026-05-27 07:24:00,2026-05-27 17:48:00,10:24:00,10.4
WM,BIRMINGHAM,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5600211,ME,M1,2026-05-22 10:17:00,2026-05-22 18:17:00,08:00:00,8.0
WM,WALSALL,REPAIR,ENG042,Steve Frost,Mark Reygate,W5600212,IR,M2,2026-05-22 10:53:00,2026-05-22 18:05:00,07:12:00,7.2
NW,WARRINGTON,REPAIR,ENG014,Alan Sharp,Dave Clarke,W5600213,MR,M2,2026-05-26 06:20:00,2026-05-26 17:26:00,11:06:00,11.1
WM,COVENTRY,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5600214,EM,E2,2026-05-21 08:26:00,2026-05-21 11:08:00,02:42:00,2.7
NT,LINCOLN,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5600215,IR,M1,2026-05-27 07:52:00,2026-05-27 17:16:00,09:24:00,9.4
SO,BOURNEMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5600216,RO,R1,2026-05-22 06:58:00,2026-05-22 19:28:00,12:30:00,12.5
NT,NOTTINGHAM,ROUTINE,ENG062,Fred Archer,Sue Holt,W5600217,MR,M1,2026-05-22 08:41:00,2026-05-22 13:29:00,04:48:00,4.8
SC,GLASGOW,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5600218,ME,M2,2026-05-26 07:42:00,2026-05-26 10:48:00,03:06:00,3.1
NT,NOTTINGHAM,REPAIR,ENG061,Cathy Dean,Sue Holt,W5600219,IR,R2,2026-05-22 09:47:00,2026-05-22 18:05:00,08:18:00,8.3
EA,PETERBOROUGH,INSPECTION,ENG021,Rachel Davies,Mark Booker,W5600220,MR,E2,2026-05-24 10:35:00,2026-05-24 13:05:00,02:30:00,2.5
NW,WIGAN,METERING,ENG012,Brian Cook,Gary Williams,W5600221,IR,R1,2026-05-25 08:42:00,2026-05-25 19:24:00,10:42:00,10.7
NT,LINCOLN,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5600222,IR,M1,2026-05-26 11:35:00,2026-05-27 02:11:00,14:36:00,14.6
SC,GLASGOW,REPAIR,ENG006,Kevin McAllister,Gordon Shaw,W5600223,MR,R1,2026-05-23 08:12:00,2026-05-23 11:12:00,03:00:00,3.0
SO,SALISBURY,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5600224,IR,E1,2026-05-26 11:43:00,2026-05-26 15:37:00,03:54:00,3.9
WM,STOKE,INSPECTION,ENG043,Diane Hunt,Tom Avery,W5600225,MR,M1,2026-05-27 10:22:00,2026-05-27 17:10:00,06:48:00,6.8
NT,LEICESTER,ROUTINE,ENG062,Fred Archer,Sue Holt,W5600226,ME,M1,2026-05-21 07:21:00,2026-05-21 22:09:00,14:48:00,14.8
NE,MIDDLESBROUGH,INSPECTION,ENG072,Liz Cooke,Bill Tyne,W5600227,IR,M2,2026-05-22 09:50:00,2026-05-22 15:50:00,06:00:00,6.0
SC,EDINBURGH,EMERGENCY,ENG004,Douglas Reid,Graham Loan,W5600228,IR,M1,2026-05-24 08:50:00,2026-05-24 14:02:00,05:12:00,5.2
NW,BOLTON,ROUTINE,ENG011,Karen Simmons,Gary Williams,W5600229,RO,R2,2026-05-27 11:42:00,2026-05-27 14:06:00,02:24:00,2.4
EA,LUTON,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5600230,MR,M2,2026-05-22 11:41:00,2026-05-22 21:41:00,10:00:00,10.0
SE,CROYDON,REPAIR,ENG032,Colin James,Pat Nolan,W5600231,RO,R2,2026-05-25 10:13:00,2026-05-25 21:07:00,10:54:00,10.9
SE,MAIDSTONE,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5600232,MR,M1,2026-05-26 08:43:00,2026-05-26 18:13:00,09:30:00,9.5
SC,STIRLING,REPAIR,ENG002,Alistair Fraser,Steven Leckie,W5600233,MR,R1,2026-05-26 07:56:00,2026-05-26 19:20:00,11:24:00,11.4
SC,PAISLEY,METERING,ENG006,Kevin McAllister,Gordon Shaw,W5600234,ME,R2,2026-05-21 10:44:00,2026-05-21 14:14:00,03:30:00,3.5
WM,WALSALL,INSPECTION,ENG041,Una Cowling,Mark Reygate,W5600235,EM,R2,2026-05-24 07:13:00,2026-05-24 15:43:00,08:30:00,8.5
SE,BRIGHTON,METERING,ENG032,Colin James,Pat Nolan,W5600236,RO,M1,2026-05-26 08:32:00,2026-05-26 19:26:00,10:54:00,10.9
SO,SALISBURY,INSPECTION,ENG052,Chris Lamb,Phil Russell,W5600237,RO,E1,2026-05-26 09:30:00,2026-05-26 22:36:00,13:06:00,13.1
NE,NEWCASTLE,METERING,ENG071,Alan Shaw,Bill Tyne,W5600238,IR,M1,2026-05-21 06:42:00,2026-05-21 22:42:00,16:00:00,16.0
NE,GATESHEAD,EMERGENCY,ENG070,Janet Robb,Bill Tyne,W5600239,ME,E1,2026-05-25 08:04:00,2026-05-25 19:34:00,11:30:00,11.5
SO,BOURNEMOUTH,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5600240,RO,M2,2026-05-23 09:32:00,2026-05-23 16:44:00,07:12:00,7.2
NT,DERBY,METERING,ENG061,Cathy Dean,Sue Holt,W5600241,RO,R2,2026-05-22 09:19:00,2026-05-22 19:07:00,09:48:00,9.8
NT,NOTTINGHAM,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5600242,RO,M1,2026-05-22 07:15:00,2026-05-22 09:27:00,02:12:00,2.2
NW,LIVERPOOL,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5600243,ME,M1,2026-05-23 11:30:00,2026-05-23 20:24:00,08:54:00,8.9
EA,BEDFORD,METERING,ENG020,Mark Holloway,Mark Booker,W5600244,EM,R2,2026-05-22 07:47:00,2026-05-22 21:11:00,13:24:00,13.4
SE,MAIDSTONE,ROUTINE,ENG030,Stuart Porter,Ray Ingram,W5600245,IR,E1,2026-05-24 08:26:00,2026-05-24 23:26:00,15:00:00,15.0
SE,CROYDON,REPAIR,ENG033,Julie Price,Pat Nolan,W5600246,RO,M1,2026-05-24 07:00:00,2026-05-24 22:48:00,15:48:00,15.8
WM,BIRMINGHAM,EMERGENCY,ENG042,Steve Frost,Mark Reygate,W5600247,RO,E1,2026-05-25 09:43:00,2026-05-25 18:13:00,08:30:00,8.5
SE,GUILDFORD,REPAIR,ENG030,Stuart Porter,Ray Ingram,W5600248,MR,R1,2026-05-21 06:52:00,2026-05-21 10:40:00,03:48:00,3.8
SO,BOURNEMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5600249,EM,E2,2026-05-25 09:58:00,2026-05-25 21:16:00,11:18:00,11.3
WM,STOKE,INSPECTION,ENG043,Diane Hunt,Tom Avery,W5600250,ME,M1,2026-05-26 11:26:00,2026-05-26 18:56:00,07:30:00,7.5
EA,LUTON,METERING,ENG022,Peter Wong,Mark Booker,W5600251,IR,R1,2026-05-22 09:41:00,2026-05-22 17:23:00,07:42:00,7.7
SE,GUILDFORD,METERING,ENG030,Stuart Porter,Ray Ingram,W5600252,RO,M1,2026-05-24 09:56:00,2026-05-24 18:32:00,08:36:00,8.6
NW,STOCKPORT,METERING,ENG013,Helen Morris,Dave Clarke,W5600253,IR,E1,2026-05-21 07:33:00,2026-05-21 17:21:00,09:48:00,9.8
EA,NORWICH,ROUTINE,ENG023,Sharon King,Anne Foster,W5600254,IR,R2,2026-05-22 06:05:00,2026-05-22 13:59:00,07:54:00,7.9
WM,WALSALL,ROUTINE,ENG040,Wayne Edwards,Mark Reygate,W5600255,MR,E2,2026-05-22 08:36:00,2026-05-22 12:24:00,03:48:00,3.8
NE,GATESHEAD,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5600256,RO,R2,2026-05-27 08:31:00,2026-05-27 22:49:00,14:18:00,14.3
SE,BRIGHTON,ROUTINE,ENG032,Colin James,Pat Nolan,W5600257,IR,R2,2026-05-27 10:12:00,2026-05-27 12:24:00,02:12:00,2.2
EA,LUTON,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5600258,MR,R2,2026-05-21 07:44:00,2026-05-21 10:14:00,02:30:00,2.5
SO,SOUTHAMPTON,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5600259,EM,R2,2026-05-21 06:45:00,2026-05-21 13:39:00,06:54:00,6.9
SC,PAISLEY,EMERGENCY,ENG006,Kevin McAllister,Gordon Shaw,W5600260,MR,R2,2026-05-24 09:40:00,2026-05-24 12:28:00,02:48:00,2.8
SO,PORTSMOUTH,EMERGENCY,ENG051,Wendy Nash,Phil Russell,W5600261,MR,R2,2026-05-27 08:51:00,2026-05-27 22:45:00,13:54:00,13.9
EA,PETERBOROUGH,REPAIR,ENG021,Rachel Davies,Mark Booker,W5600262,IR,E1,2026-05-26 10:54:00,2026-05-27 00:12:00,13:18:00,13.3
EA,PETERBOROUGH,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5600263,ME,E2,2026-05-25 11:17:00,2026-05-25 15:35:00,04:18:00,4.3
WM,WOLVERHAMPTON,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5600264,EM,E1,2026-05-27 06:57:00,2026-05-27 08:57:00,02:00:00,2.0
SE,BRIGHTON,EMERGENCY,ENG031,Tracey McIntyre,Ray Ingram,W5600265,MR,M2,2026-05-26 10:30:00,2026-05-27 02:06:00,15:36:00,15.6
SO,BOURNEMOUTH,ROUTINE,ENG051,Wendy Nash,Phil Russell,W5600266,RO,E1,2026-05-27 11:27:00,2026-05-27 23:57:00,12:30:00,12.5
SE,GUILDFORD,REPAIR,ENG032,Colin James,Pat Nolan,W5600267,EM,M1,2026-05-26 09:37:00,2026-05-26 14:01:00,04:24:00,4.4
WM,DUDLEY,METERING,ENG040,Wayne Edwards,Mark Reygate,W5600268,MR,R2,2026-05-21 07:18:00,2026-05-21 11:06:00,03:48:00,3.8
NT,MANSFIELD,METERING,ENG060,Barry Noon,Sue Holt,W5600269,RO,E1,2026-05-26 10:31:00,2026-05-26 19:43:00,09:12:00,9.2
EA,CAMBRIDGE,ROUTINE,ENG022,Peter Wong,Mark Booker,W5600270,EM,M1,2026-05-26 09:50:00,2026-05-26 19:56:00,10:06:00,10.1
SO,PORTSMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5600271,ME,M2,2026-05-22 06:37:00,2026-05-22 17:37:00,11:00:00,11.0
SO,BOURNEMOUTH,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5600272,RO,M1,2026-05-22 10:02:00,2026-05-22 18:50:00,08:48:00,8.8
SO,SOUTHAMPTON,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5600273,RO,M2,2026-05-25 07:38:00,2026-05-25 11:32:00,03:54:00,3.9
SO,SALISBURY,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5600274,IR,R2,2026-05-25 10:22:00,2026-05-25 18:34:00,08:11:59,8.2
NE,NEWCASTLE,METERING,ENG072,Liz Cooke,Bill Tyne,W5600275,EM,M1,2026-05-26 11:16:00,2026-05-26 14:28:00,03:12:00,3.2
EA,BEDFORD,EMERGENCY,ENG023,Sharon King,Anne Foster,W5600276,MR,E1,2026-05-25 08:18:00,2026-05-25 15:54:00,07:36:00,7.6
NW,WARRINGTON,REPAIR,ENG012,Brian Cook,Gary Williams,W5600277,RO,E2,2026-05-25 07:10:00,2026-05-25 12:22:00,05:12:00,5.2
NW,LIVERPOOL,METERING,ENG013,Helen Morris,Dave Clarke,W5600278,EM,M2,2026-05-22 08:10:00,2026-05-22 10:16:00,02:06:00,2.1
NW,BOLTON,REPAIR,ENG010,Paul Dawson,Gary Williams,W5600279,IR,E2,2026-05-25 11:34:00,2026-05-26 01:34:00,14:00:00,14.0
SO,BASINGSTOKE,METERING,ENG051,Wendy Nash,Phil Russell,W5600280,IR,R1,2026-05-24 07:29:00,2026-05-24 22:11:00,14:42:00,14.7
NW,WIGAN,INSPECTION,ENG014,Alan Sharp,Dave Clarke,W5600281,RO,R2,2026-05-23 10:10:00,2026-05-23 16:58:00,06:48:00,6.8
NE,MIDDLESBROUGH,ROUTINE,ENG072,Liz Cooke,Bill Tyne,W5600282,EM,E1,2026-05-25 06:52:00,2026-05-25 17:46:00,10:54:00,10.9
NW,BLACKBURN,EMERGENCY,ENG011,Karen Simmons,Gary Williams,W5600283,EM,R2,2026-05-25 10:30:00,2026-05-25 19:42:00,09:12:00,9.2
NW,STOCKPORT,REPAIR,ENG013,Helen Morris,Dave Clarke,W5600284,RO,E2,2026-05-25 11:18:00,2026-05-25 16:12:00,04:54:00,4.9
WM,BIRMINGHAM,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5600285,IR,R2,2026-05-25 06:20:00,2026-05-25 09:26:00,03:06:00,3.1
NT,NOTTINGHAM,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5600286,RO,E1,2026-05-24 11:45:00,2026-05-24 19:27:00,07:42:00,7.7
SE,MAIDSTONE,INSPECTION,ENG032,Colin James,Pat Nolan,W5600287,IR,R1,2026-05-27 06:38:00,2026-05-27 10:20:00,03:42:00,3.7
NW,WIGAN,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5600288,IR,R1,2026-05-26 06:01:00,2026-05-26 10:37:00,04:36:00,4.6
WM,BIRMINGHAM,REPAIR,ENG043,Diane Hunt,Tom Avery,W5600289,RO,R2,2026-05-21 06:52:00,2026-05-21 16:58:00,10:06:00,10.1
SO,BOURNEMOUTH,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5600290,IR,E2,2026-05-26 07:11:00,2026-05-26 18:41:00,11:30:00,11.5
SO,BOURNEMOUTH,REPAIR,ENG051,Wendy Nash,Phil Russell,W5600291,EM,R1,2026-05-25 08:23:00,2026-05-25 21:47:00,13:24:00,13.4
SC,DUNDEE,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5600292,ME,E1,2026-05-24 06:41:00,2026-05-24 19:35:00,12:54:00,12.9
NT,DERBY,ROUTINE,ENG060,Barry Noon,Sue Holt,W5600293,IR,R2,2026-05-23 11:10:00,2026-05-23 17:28:00,06:18:00,6.3
SE,GUILDFORD,REPAIR,ENG031,Tracey McIntyre,Ray Ingram,W5600294,RO,E2,2026-05-23 06:02:00,2026-05-23 20:20:00,14:18:00,14.3
NE,DURHAM,INSPECTION,ENG072,Liz Cooke,Bill Tyne,W5600295,EM,R2,2026-05-26 06:52:00,2026-05-26 12:52:00,06:00:00,6.0
NW,WIGAN,EMERGENCY,ENG011,Karen Simmons,Gary Williams,W5600296,MR,R2,2026-05-26 11:39:00,2026-05-26 19:33:00,07:54:00,7.9
SC,PERTH,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5600297,RO,E1,2026-05-26 06:57:00,2026-05-26 14:03:00,07:06:00,7.1
NT,LINCOLN,INSPECTION,ENG062,Fred Archer,Sue Holt,W5600298,IR,R2,2026-05-26 09:02:00,2026-05-27 00:14:00,15:12:00,15.2
NE,MIDDLESBROUGH,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5600299,MR,R2,2026-05-26 08:23:00,2026-05-26 14:47:00,06:24:00,6.4
SO,PORTSMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5600300,MR,E2,2026-05-23 11:25:00,2026-05-23 20:07:00,08:41:59,8.7
NT,LINCOLN,EMERGENCY,ENG062,Fred Archer,Sue Holt,W5600301,RO,E2,2026-05-24 07:36:00,2026-05-24 22:24:00,14:48:00,14.8
NW,STOCKPORT,METERING,ENG012,Brian Cook,Gary Williams,W5600302,IR,M1,2026-05-26 08:14:00,2026-05-26 21:14:00,13:00:00,13.0
WM,COVENTRY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5600303,EM,M1,2026-05-25 07:55:00,2026-05-25 20:31:00,12:36:00,12.6
NT,DERBY,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5600304,IR,R2,2026-05-27 09:00:00,2026-05-27 14:12:00,05:12:00,5.2
WM,COVENTRY,ROUTINE,ENG040,Wayne Edwards,Mark Reygate,W5600305,ME,M1,2026-05-24 08:18:00,2026-05-25 00:18:00,16:00:00,16.0
NE,DURHAM,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5600306,RO,E1,2026-05-22 08:50:00,2026-05-22 19:08:00,10:18:00,10.3
NW,LIVERPOOL,INSPECTION,ENG010,Paul Dawson,Gary Williams,W5600307,RO,R2,2026-05-24 09:19:00,2026-05-24 14:19:00,05:00:00,5.0
WM,DUDLEY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5600308,MR,R1,2026-05-27 08:03:00,2026-05-27 14:51:00,06:48:00,6.8
SC,DUNDEE,METERING,ENG005,Fiona Cameron,Gordon Shaw,W5600309,IR,E1,2026-05-21 10:39:00,2026-05-21 21:27:00,10:48:00,10.8
NW,STOCKPORT,INSPECTION,ENG011,Karen Simmons,Gary Williams,W5600310,EM,E1,2026-05-25 08:28:00,2026-05-25 20:16:00,11:48:00,11.8
SO,BOURNEMOUTH,METERING,ENG051,Wendy Nash,Phil Russell,W5600311,MR,R1,2026-05-22 09:50:00,2026-05-22 12:20:00,02:30:00,2.5
NW,WIGAN,REPAIR,ENG010,Paul Dawson,Gary Williams,W5600312,ME,E2,2026-05-27 09:20:00,2026-05-27 17:38:00,08:18:00,8.3
NW,BOLTON,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5600313,EM,M1,2026-05-23 10:03:00,2026-05-23 20:21:00,10:18:00,10.3
NE,GATESHEAD,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5600314,EM,M2,2026-05-23 08:29:00,2026-05-23 22:59:00,14:30:00,14.5
SC,INVERNESS,INSPECTION,ENG003,Catriona Stewart,Graham Loan,W5600315,RO,R2,2026-05-27 07:41:00,2026-05-27 12:59:00,05:18:00,5.3
EA,NORWICH,METERING,ENG022,Peter Wong,Mark Booker,W5600316,IR,M2,2026-05-22 06:39:00,2026-05-22 22:09:00,15:30:00,15.5
SE,EASTBOURNE,INSPECTION,ENG032,Colin James,Pat Nolan,W5600317,MR,M1,2026-05-21 11:38:00,2026-05-21 20:14:00,08:36:00,8.6
SO,SOUTHAMPTON,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5600318,EM,R2,2026-05-26 11:02:00,2026-05-26 22:32:00,11:30:00,11.5
NW,BOLTON,REPAIR,ENG014,Alan Sharp,Dave Clarke,W5600319,EM,E1,2026-05-25 08:53:00,2026-05-25 23:29:00,14:36:00,14.6
SO,BASINGSTOKE,EMERGENCY,ENG052,Chris Lamb,Phil Russell,W5600320,EM,E1,2026-05-21 10:26:00,2026-05-21 14:02:00,03:36:00,3.6
NW,WARRINGTON,EMERGENCY,ENG011,Karen Simmons,Gary Williams,W5600321,MR,E2,2026-05-22 06:38:00,2026-05-22 11:50:00,05:12:00,5.2
WM,WOLVERHAMPTON,ROUTINE,ENG042,Steve Frost,Mark Reygate,W5600322,ME,M1,2026-05-23 08:35:00,2026-05-23 11:41:00,03:06:00,3.1
SO,SALISBURY,INSPECTION,ENG051,Wendy Nash,Phil Russell,W5600323,ME,R2,2026-05-21 10:39:00,2026-05-22 02:03:00,15:24:00,15.4
NW,BLACKBURN,INSPECTION,ENG012,Brian Cook,Gary Williams,W5600324,MR,E2,2026-05-23 11:29:00,2026-05-23 14:17:00,02:48:00,2.8
WM,WALSALL,REPAIR,ENG043,Diane Hunt,Tom Avery,W5600325,RO,R2,2026-05-27 11:44:00,2026-05-27 16:56:00,05:12:00,5.2
